Gene	feature_identifier	Protein	P.Value	adj.P.Val	logFC	AveExpr	B
	_g26024.t1	g26024.t1	0.0258724979507875	0.798626361315891	-1.29264794594497	9.59112993703043	-4.50655485044972
	_g862.t1	g862.t1	0.0269925649893701	0.798626361315891	-0.967638207707894	12.9434721830481	-4.50779599846403
	_g17985.t1	g17985.t1	0.0270133092649647	0.798626361315891	0.834055321743151	13.8291713790144	-4.50781858063563
	_g19428.t1	g19428.t1	0.0274222520551161	0.798626361315891	-2.86120553757018	9.42326018355674	-4.50826085291696
	_g17644.t1	g17644.t1	0.0274525583164765	0.798626361315891	0.859068633477193	15.9560366996814	-4.50829341154964
	_g18259.t3	g18259.t3	0.0275984445511347	0.798626361315891	0.906498189623722	9.39409664463199	-4.50844972519744
	_g11539.t1	g11539.t1	0.028716408405947	0.798626361315891	-1.30048267981121	10.6840597302805	-4.50962541169278
	_g8616.t1	g8616.t1	0.0298584964688666	0.798626361315891	-0.810002650467263	10.7312329558821	-4.5107879282018
	_g19455.t1	g19455.t1	0.0298629646251704	0.798626361315891	-1.16030758116802	10.2145381002109	-4.51079240329149
	_g4085.t1	g4085.t1	0.0298847941016058	0.798626361315891	1.01220893888052	16.3486677600233	-4.51081425865429
	_g1804.t2	g1804.t2	0.0306151802715089	0.798626361315891	-0.970289634303453	10.4599195248542	-4.51153798051774
	_g11307.t1	g11307.t1	0.0310706765926755	0.798626361315891	-0.753666116502181	11.1333942537967	-4.51198209040647
	_g6735.t1	g6735.t1	0.0313652264401966	0.798626361315891	1.624413127193	18.7511766198944	-4.51226640398103
	_g2155.t1	g2155.t1	0.0314607095143202	0.798626361315891	1.73446537087701	12.6231959605851	-4.51235809227909
	_g12020.t2	g12020.t2	0.032242902277145	0.798626361315891	-1.31614971576631	9.0035505592414	-4.51310060657314
	_g25307.t1	g25307.t1	0.0328444939946095	0.798626361315891	0.887887692360115	15.5371063316302	-4.5136615458531
	_g13742.t1	g13742.t1	0.034069491477905	0.798626361315891	-0.689168568156621	11.6458500560874	-4.51477778915938
	_g1301.t1	g1301.t1	0.034339297052197	0.798626361315891	0.66022488295769	10.231613668804	-4.51501913246153
	_g14977.t1	g14977.t1	0.0343503972276415	0.798626361315891	-0.825438887375803	11.7294243285673	-4.51502902771531
	_g10337.t1	g10337.t1	0.0352206898758554	0.798626361315891	-1.2435727698134	14.2511823661039	-4.51579666419438
	_g11184.t1	g11184.t1	0.03558689201887	0.798626361315891	-0.876857852764291	10.4439625780911	-4.51611494033566
	_g28536.t1	g28536.t1	0.0361023142589438	0.798626361315891	1.19032461160365	13.5011653906259	-4.51655829948566
	_g13454.t1	g13454.t1	0.0365167555299048	0.798626361315891	0.80187544257651	12.0396167995988	-4.51691097155454
	_g19484.t1	g19484.t1	0.0367075706726163	0.798626361315891	1.13686293216615	12.1883191726252	-4.51707222202232
	_g6328.t1	g6328.t1	0.0367693421874498	0.798626361315891	0.717677190553584	11.8269618013615	-4.51712427237366
	_g9935.t1	g9935.t1	0.0380035878335318	0.798626361315891	-2.69189599978967	9.49524950442371	-4.51814923056729
	_g7748.t1	g7748.t1	0.0399553647710134	0.798626361315891	-0.805841602648176	12.8707796477595	-4.51971444520086
	_g8280.t1	g8280.t1	0.0402059223052604	0.798626361315891	-1.26642330854198	9.49856764161436	-4.51991069970326
	_g27749.t1	g27749.t1	0.0404963071897953	0.798626361315891	0.812325348057829	11.739408836273	-4.52013686743016
	_g20927.t1	g20927.t1	0.0409971289245969	0.798626361315891	-1.08788456851797	10.113431845708	-4.52052374940405
	_g29615.t1	g29615.t1	0.041280689312001	0.798626361315891	-1.14077502422575	9.84245215571031	-4.52074103810554
	_g14214.t1	g14214.t1	0.0413719974360029	0.798626361315891	-0.995936401184922	10.8933005022798	-4.52081073892659
	_g13844.t1	g13844.t1	0.0414670646861157	0.798626361315891	1.28567354737143	11.6092126423496	-4.52088317181507
	_g4605.t1	g4605.t1	0.0418026409068594	0.798626361315891	-3.165417306629	10.9349272068009	-4.52113773836922
	_g9720.t1	g9720.t1	0.0423926551789582	0.798626361315891	-0.985364103125091	15.0791169826452	-4.52158117523616
	_g29983.t1	g29983.t1	0.0428986557330707	0.798626361315891	-1.51361491397484	11.1285434767117	-4.52195734498676
	_g17284.t2	g17284.t2	0.0432292315768987	0.798626361315891	0.88830327458119	11.4800611196285	-4.52220108475957
	_g21323.t2	g21323.t2	0.0434061350137564	0.798626361315891	-0.8042828686654	12.8255559716197	-4.52233087366708
	_g11145.t1	g11145.t1	0.0435661379259678	0.798626361315891	1.07905744568527	12.5505529526435	-4.5224478792242
	_g26282.t2	g26282.t2	0.0442368027598054	0.798626361315891	-1.07314596349544	13.4970430886174	-4.52293440383078
	_g18145.t1	g18145.t1	0.0446374712616456	0.798626361315891	-0.938574037346962	10.4719319778252	-4.52322209800758
	_g17703.t1	g17703.t1	0.0448631957029584	0.798626361315891	-1.07019325931845	11.1847382959596	-4.52338321636517
	_g3348.t1	g3348.t1	0.0451412087412166	0.798626361315891	-0.902391296535018	11.3700666394179	-4.52358071823764
	_g5243.t1	g5243.t1	0.0453114247610068	0.798626361315891	-0.63621150821702	11.8572756652889	-4.52370113344578
	_g27193.t2	g27193.t2	0.0454284127476778	0.798626361315891	-1.95958806839628	8.16219608745486	-4.52378367210783
	_g25789.t1	g25789.t1	0.045527541484606	0.798626361315891	0.772594297366222	12.9542234979309	-4.52385346989845
	_g25817.t1	g25817.t1	0.0455683909773269	0.798626361315891	1.30287881960116	14.5942323608496	-4.52388219513558
	_g26834.t1	g26834.t1	0.0466162293777205	0.798626361315891	-0.847040453379815	9.46741725380411	-4.52461168402462
	_g21286.t1	g21286.t1	0.0467767597024147	0.798626361315891	1.27202788817164	10.4643422793332	-4.52472221336743
	_g13982.t1	g13982.t1	0.0468667651966604	0.798626361315891	-2.20674146648564	12.9813025304661	-4.52478404397582
	_g3772.t1	g3772.t1	0.0477290375572288	0.798626361315891	0.765301811213311	12.6037130868748	-4.52537134900051
	_g13361.t1	g13361.t1	0.0479627677788407	0.798626361315891	-0.690668373833155	13.1967251931209	-4.52552899497562
	_g7156.t1	g7156.t1	0.0480388903894438	0.798626361315891	0.716717654990063	12.6926997312044	-4.52558019733321
	_g15091.t1	g15091.t1	0.0486454798722607	0.798626361315891	-1.55154157405099	12.728339917655	-4.52598576535298
	_g12980.t2	g12980.t2	0.0487696391822059	0.798626361315891	0.973959329007783	10.2117390456767	-4.52606824897132
	_g22398.t1	g22398.t1	0.0492347682257417	0.798626361315891	2.28783969476084	13.6996107695553	-4.52637567430378
	_g25413.t1	g25413.t1	0.050186031627547	0.798626361315891	-1.35137855173406	9.77021395733031	-4.52699679935841
	_g9851.t1	g9851.t1	0.05022139631692	0.798626361315891	0.998892282638828	12.1816035729118	-4.52701969702138
	_g9651.t1	g9651.t1	0.051888559175843	0.798626361315891	-1.88809292275221	13.4536796828943	-4.52808387565948
	_g25289.t1	g25289.t1	0.0519130241374705	0.798626361315891	-2.98450480788566	10.0775628899605	-4.52809927397051
	_g9385.t1	g9385.t1	0.0532744270791966	0.798626361315891	0.926987385128093	11.2246491268303	-4.52894654646069
	_g3899.t1	g3899.t1	0.0534677619128188	0.798626361315891	-0.85414000898998	12.8356825458566	-4.52906536692659
	_g27817.t1	g27817.t1	0.0535490638001122	0.798626361315891	1.26816806569325	11.5287926354686	-4.52911522422987
	_g8553.t1	g8553.t1	0.0535537993949735	0.798626361315891	-2.58804668097543	8.87021786004784	-4.52911812627828
	_g4376.t2	g4376.t2	0.0554902101618102	0.798626361315891	-1.09681283734874	11.0696496959146	-4.53028681482211
	_g23977.t1	g23977.t1	0.0556212734458011	0.798626361315891	-0.830557661830047	12.0861813786069	-4.53036464920052
	_g21531.t1	g21531.t1	0.0557494150855708	0.798626361315891	-1.1060823701443	10.8809793608437	-4.53044059691255
	_g4659.t1	g4659.t1	0.0564250954217831	0.798626361315891	0.827613504655389	12.627991075362	-4.53083860879196
	_g1087.t1	g1087.t1	0.0573542023175776	0.798626361315891	-0.757134106415636	11.6041024081988	-4.53137928785927
	_g3898.t1	g3898.t1	0.0574554355225411	0.798626361315891	-2.55004167352501	9.59109344126981	-4.53143774445435
	_g1770.t1	g1770.t1	0.0580154167308754	0.798626361315891	-3.20362900433616	7.97487422646308	-4.53175951601335
	_g11741.t1	g11741.t1	0.0580757552797127	0.798626361315891	0.756719664240125	11.1900083964822	-4.53179402802702
	_g4389.t1	g4389.t1	0.0581070235654356	0.798626361315891	0.86953722601112	12.3628492251274	-4.53181190053695
	_g6851.t2	g6851.t2	0.0586197388362414	0.798626361315891	1.52111847161651	8.96032468985187	-4.53210379027938
	_g7628.t1	g7628.t1	0.0602791145060644	0.798626361315891	-3.30849783685326	7.57703537945512	-4.53303367669865
	_g6800.t1	g6800.t1	0.0605339369163895	0.798626361315891	0.570525827485891	14.9861625957812	-4.53317452051809
	_g14887.t1	g14887.t1	0.0606896960749526	0.798626361315891	1.39799095713589	13.0045824518987	-4.5332603597415
	_g9971.t1	g9971.t1	0.0609231399166714	0.798626361315891	1.19475601843032	9.16150816808022	-4.53338865684939
	_g8606.t2	g8606.t2	0.0616754486492462	0.798626361315891	1.09724921912986	12.3532001923573	-4.53379925419536
	_g25462.t1	g25462.t1	0.061840790642854	0.798626361315891	-0.849169634371362	11.5572133552307	-4.53388891647849
	_g18606.t1	g18606.t1	0.0619400894411287	0.798626361315891	-1.21375658714388	11.9890100987489	-4.53394266538672
	_g4562.t1	g4562.t1	0.0624678278750518	0.798626361315891	-1.46760500941607	12.8824812644551	-4.53422708214089
	_g1295.t1	g1295.t1	0.0629951674789277	0.798626361315891	-2.27102329103949	9.54423469061311	-4.53450922214074
	_g26493.t1	g26493.t1	0.0630018529405802	0.798626361315891	-1.00652369061544	11.5560514228277	-4.534512785935
	_g1884.t1	g1884.t1	0.0631018839792899	0.798626361315891	0.981896299331199	12.4078646197711	-4.53456607018707
	_g28562.t1	g28562.t1	0.0633257053929455	0.798626361315891	-0.736917649936613	13.8394069706559	-4.53468503127932
	_g13795.t1	g13795.t1	0.0636717184164116	0.798626361315891	-1.14675701683241	13.7107767047395	-4.53486822506792
	_g9032.t1	g9032.t1	0.0639063778294734	0.798626361315891	-0.786326974864371	11.8907131526782	-4.53499197515424
	_g4294.t1	g4294.t1	0.0641267072189309	0.798626361315891	0.764272115705801	11.5310723260734	-4.53510781149949
	_g19625.t1	g19625.t1	0.0642576801379547	0.798626361315891	0.659122249911777	11.8658529367764	-4.53517650662229
	_g3139.t1	g3139.t1	0.0642635992921101	0.798626361315891	-0.878485171011441	12.2534112031815	-4.53517960835333
	_g17410.t1	g17410.t1	0.0643155067404348	0.798626361315891	-0.856985095610492	11.9972809152608	-4.53520679811617
	_g663.t1	g663.t1	0.066108401902249	0.798626361315891	-1.92947913121019	9.24209991170045	-4.53613449181676
	_g20106.t1	g20106.t1	0.0662120631642297	0.798626361315891	1.28575880163069	11.8091861870462	-4.53618746067752
	_g8854.t1	g8854.t1	0.0663726491583977	0.798626361315891	3.45252440582496	6.52326662285969	-4.53626937538059
	_g5882.t1	g5882.t1	0.0664050275952615	0.798626361315891	-1.21548024698648	12.0298045174076	-4.53628587078939
	_g26440.t1	g26440.t1	0.0664844629062772	0.798626361315891	1.00363911278142	11.1313813586705	-4.53632631015294
	_g23299.t1	g23299.t1	0.0667231155206941	0.798626361315891	-1.32538906948135	9.57535491369963	-4.53644755355805
	_g5260.t1	g5260.t1	0.0667493723793257	0.798626361315891	2.08669978959855	8.37442959044295	-4.53646086996529
	_g7982.t1	g7982.t1	0.0670483311862414	0.798626361315891	0.813324974915457	12.2661370314097	-4.53661217058552
	_g4346.t1	g4346.t1	0.0671060059499861	0.798626361315891	-0.726096352141775	11.6997847107079	-4.53664129204023
	_g29031.t1	g29031.t1	0.0673259161859394	0.798626361315891	-1.20925506103547	11.79526625735	-4.53675213167923
	_g18516.t1	g18516.t1	0.0681712990987008	0.798626361315891	-1.38785976367101	12.7018484273365	-4.53717532203206
	_g19725.t1	g19725.t1	0.0682015529269102	0.798626361315891	-0.960774657932266	10.6228910137307	-4.53719038227583
	_g26217.t1	g26217.t1	0.0684201868474758	0.798626361315891	-0.73870551351407	9.76372746587723	-4.5372990454783
	_g3704.t1	g3704.t1	0.0691599336410666	0.798626361315891	-0.548739760115296	12.7982249364199	-4.53766448578634
	_g26056.t1	g26056.t1	0.0692470587769798	0.798626361315891	-0.724805769186311	13.2225682579227	-4.53770730258441
	_g5956.t2	g5956.t2	0.0698509701205541	0.798626361315891	-0.71541173669074	11.9967273595201	-4.53800280926773
	_g18453.t1	g18453.t1	0.0699592749785529	0.798626361315891	-1.55291410994198	15.6622791269423	-4.53805557023649
	_g15868.t1	g15868.t1	0.070557323175685	0.798626361315891	0.850470174626203	10.038702749685	-4.53834563873934
	_g30155.t1	g30155.t1	0.0709284350505205	0.798626361315891	0.777614207602406	9.29371991567572	-4.53852456417881
	_g18526.t1	g18526.t1	0.0719510770433806	0.798626361315891	-1.10927508018973	12.2746324956807	-4.53901343197021
	_g27707.t1	g27707.t1	0.072524917642635	0.798626361315891	-1.01193328090769	12.4954142269972	-4.53928510880304
	_g20953.t1	g20953.t1	0.0726158219385479	0.798626361315891	0.935757424718847	10.0071585857533	-4.53932797419654
	_g20227.t1	g20227.t1	0.0736712970636051	0.798626361315891	0.621898619157855	12.0522480418314	-4.53982228215542
	_g17009.t1	g17009.t1	0.0748809251273858	0.798626361315891	-2.15404628313786	8.96500022553228	-4.54038124173632
	_g27966.t1	g27966.t1	0.0750691041923407	0.798626361315891	1.12964029611712	10.5993717398027	-4.54046748794695
	_g22236.t1	g22236.t1	0.0757138466664523	0.798626361315891	-1.56442822914722	11.4737850983067	-4.54076156052301
	_g26750.t1	g26750.t1	0.0764202331270033	0.798626361315891	-0.601559833578358	12.2236215517124	-4.54108124625021
	_g14899.t1	g14899.t1	0.0764576854137803	0.798626361315891	0.935066530441544	9.46807528183638	-4.54109812357164
	_g28082.t1	g28082.t1	0.0764946735750236	0.798626361315891	0.628895991795991	11.1529957528153	-4.54111478464261
	_g8556.t1	g8556.t1	0.076659356275997	0.798626361315891	-0.576007030109304	13.2617844265489	-4.54118887939886
	_g3037.t1	g3037.t1	0.0769120476885201	0.798626361315891	-1.20596317351703	10.6244306743287	-4.54130230096
	_g8825.t1	g8825.t1	0.0771521742385236	0.798626361315891	0.882284589568847	13.2413324308339	-4.54140978081679
	_g6292.t1	g6292.t1	0.0774249343369772	0.798626361315891	2.50477914072113	8.25464462257011	-4.54153151254742
	_g15877.t1	g15877.t1	0.0776995848516272	0.798626361315891	-0.671249940271229	10.6230902598612	-4.54165370897794
	_g20741.t1	g20741.t1	0.0779311028388013	0.798626361315891	-1.37312540281447	11.798037939323	-4.54175642142472
	_g14299.t1	g14299.t1	0.0788921157454224	0.798626361315891	1.50020089763511	14.1070338225099	-4.54217993323381
	_g15046.t1	g15046.t1	0.078977626062864	0.798626361315891	-2.30728648502741	9.89255624390526	-4.54221739747914
	_g22927.t1	g22927.t1	0.0793291148838919	0.798626361315891	0.933820259849249	14.0241034146416	-4.54237102078888
	_g23937.t1	g23937.t1	0.079546457725357	0.798626361315891	2.76005717872528	8.6502406759245	-4.54246571499282
	_g29611.t1	g29611.t1	0.0796098097993453	0.798626361315891	0.907987024945299	10.5597234724237	-4.54249327413516
	_g16344.t2	g16344.t2	0.0796903366181632	0.798626361315891	0.609491341770092	11.5760682273393	-4.5425282767806
	_g22802.t1	g22802.t1	0.0798472515813155	0.798626361315891	-0.937044437536988	12.4817090621655	-4.54259639398096
	_g6606.t1	g6606.t1	0.0802974657319094	0.798626361315891	1.89962546468632	9.89887949272047	-4.54279118260361
	_g26698.t2	g26698.t2	0.0804019056358501	0.798626361315891	4.40544027552093	6.20223192182982	-4.54283623219871
	_g25696.t1	g25696.t1	0.080488750676132	0.798626361315891	-0.910694797519048	11.130001996935	-4.54287365320469
	_g14778.t1	g14778.t1	0.0810100233731553	0.798626361315891	1.31438922383634	11.4864643697803	-4.54309752356882
	_g24953.t1	g24953.t1	0.081039942633578	0.798626361315891	-3.37441673260879	7.85766976169851	-4.54311033449144
	_g18481.t1	g18481.t1	0.0814524930373339	0.798626361315891	-1.01854691597858	12.0312506691007	-4.54328655885187
	_g3449.t1	g3449.t1	0.0822232321801688	0.798626361315891	0.727085421577669	13.6469144196662	-4.54361369304986
	_g17431.t1	g17431.t1	0.082427195333746	0.798626361315891	0.705108742465633	11.4429832246359	-4.54369981187745
	_g25234.t1	g25234.t1	0.082711893665533	0.798626361315891	1.21906644408848	13.1221174771214	-4.54381970607242
	_g20665.t2	g20665.t2	0.0829261275351431	0.798626361315891	-0.480735358595506	12.4821976245579	-4.54390968633046
	_g27388.t1	g27388.t1	0.0831007513058559	0.798626361315891	-1.86428454113601	11.7297696579403	-4.54398287859911
	_g22542.t1	g22542.t1	0.0833331872225078	0.798626361315891	-1.85081356443949	8.83563197345814	-4.54408009242795
	_g1746.t1	g1746.t1	0.0833545895661782	0.798626361315891	2.09844359154274	8.00275200369613	-4.54408903170911
	_g14835.t1	g14835.t1	0.0834497623330213	0.798626361315891	-0.780515832888163	11.6989840246847	-4.54412875876423
	_g11850.t1	g11850.t1	0.083972191643988	0.798626361315891	-0.78983255044619	9.67207116926381	-4.54434612260999
	_g3978.t2	g3978.t2	0.0841796747040979	0.798626361315891	-0.859538874194826	10.7109486942099	-4.54443211802864
	_g10604.t1	g10604.t1	0.0842111710651961	0.798626361315891	0.755616044402085	13.3613308988205	-4.54444515596328
	_g22136.t1	g22136.t1	0.0842989637672577	0.798626361315891	-1.17868635872124	8.88922437935221	-4.54448147510204
	_g24224.t1	g24224.t1	0.0848573587358218	0.798626361315891	-0.563125676943935	13.9334041297764	-4.54471170045122
	_g8584.t1	g8584.t1	0.0851008264018507	0.798626361315891	1.96510555055462	13.9113710692406	-4.54481166337851
	_g19128.t2	g19128.t2	0.0859543890559192	0.798626361315891	0.689498283521312	10.9793903323271	-4.54516013545415
	_g20947.t1	g20947.t1	0.0877828144600958	0.798626361315891	1.15042002925395	11.6355021831241	-4.54589642201827
	_g3313.t1	g3313.t1	0.0878561543300015	0.798626361315891	-1.78412688117908	8.720529111073	-4.54592567111405
	_g7010.t1	g7010.t1	0.0881895181403058	0.798626361315891	0.869138588858611	14.1746891912914	-4.5460583499341
	_g11743.t2	g11743.t2	0.088316826421512	0.798626361315891	1.29004052141662	14.8860096725057	-4.54610890144154
	_g4436.t1	g4436.t1	0.0884813025993246	0.798626361315891	0.600943001844827	13.7258889624577	-4.54617411606066
	_g11656.t1	g11656.t1	0.0886432556606396	0.798626361315891	-0.925574046934823	12.4668125821551	-4.5462382253917
	_g10026.t1	g10026.t1	0.0893075105941915	0.798626361315891	-0.719306002157847	11.6498673683012	-4.54650009009369
	_g5023.t1	g5023.t1	0.0896049548207421	0.798626361315891	0.905181785701489	13.3366825419316	-4.5466167900574
	_g21243.t1	g21243.t1	0.0896723112222727	0.798626361315891	1.65340402927023	12.318650552181	-4.54664316909966
	_g10656.t1	g10656.t1	0.0899907703464788	0.798626361315891	1.89491976363576	7.86764848037514	-4.54676765089104
	_g5369.t1	g5369.t1	0.0900201288018016	0.798626361315891	0.729193761968318	13.6865037911083	-4.54677910706451
	_g19258.t1	g19258.t1	0.0901440537144173	0.798626361315891	-0.77243174436123	11.1715721185719	-4.54682742818225
	_g24207.t2	g24207.t2	0.0902738968186706	0.798626361315891	-0.68692700084693	12.5074756041942	-4.54687799372202
	_g3599.t1	g3599.t1	0.0902979159077726	0.798626361315891	-1.22043081765715	10.5622155007747	-4.54688734053575
	_g16206.t1	g16206.t1	0.0903565092197133	0.798626361315891	-1.63880550572429	10.5959190249649	-4.54691013234271
	_g7657.t2	g7657.t2	0.0906465769585653	0.798626361315891	0.869519408193929	13.9588431946475	-4.54702277086395
	_g9978.t1	g9978.t1	0.0906474338712875	0.798626361315891	-0.66814487062951	10.8680569486923	-4.54702310314412
	_g12955.t1	g12955.t1	0.0910901690870016	0.798626361315891	1.86346123955642	12.2535300672159	-4.54719440809836
	_g25816.t1	g25816.t1	0.0911838308900264	0.798626361315891	1.0172403109205	13.8853434491922	-4.54723055329642
	_g17643.t1	g17643.t1	0.0917136920355584	0.798626361315891	0.738853335837423	16.0433378141819	-4.54743441380685
	_g7234.t2	g7234.t2	0.0918592567205944	0.798626361315891	-1.91416234866246	9.31226536013554	-4.5474902355036
	_g16199.t1	g16199.t1	0.091952486196379	0.798626361315891	-0.581674516126508	12.5006135824453	-4.54752594619017
	_g6365.t1	g6365.t1	0.0927320366449006	0.798626361315891	-0.477281337063628	14.1000449098531	-4.54782329171708
	_g16887.t1	g16887.t1	0.0929145217348325	0.798626361315891	0.967049187002175	12.967336243048	-4.54789257600155
	_g28574.t2	g28574.t2	0.0930082100072522	0.798626361315891	1.77473235577761	15.3845493804194	-4.54792809967176
	_g8897.t3	g8897.t3	0.0934207543623378	0.798626361315891	-0.594542665050326	11.6161807796751	-4.54808414558626
	_g3807.t1	g3807.t1	0.0941740485483396	0.798626361315891	-1.20303598501669	14.0310888055488	-4.54836750402308
	_g13627.t2	g13627.t2	0.0943634996209127	0.798626361315891	-1.61718908034703	8.79201901052063	-4.5484384498209
	_g26076.t1	g26076.t1	0.0945207919158834	0.798626361315891	-0.770791892537844	12.1392525886547	-4.54849725636046
	_g29019.t1	g29019.t1	0.0947097748193635	0.798626361315891	-1.05619316416318	14.0561966410971	-4.54856779571266
	_g25298.t1	g25298.t1	0.0949741527510936	0.798626361315891	0.73108678869027	13.7675882601199	-4.54866626650429
	_g5731.t1	g5731.t1	0.0956813907605823	0.798626361315891	-0.866370286380977	12.0224370732292	-4.54892848877629
	_g13549.t1	g13549.t1	0.095702984409536	0.798626361315891	-2.19562017778989	9.36151400046012	-4.5489364677941
	_g14006.t1	g14006.t1	0.0958144163797482	0.798626361315891	0.618563859549889	14.0587544473103	-4.54897761722647
	_g20034.t1	g20034.t1	0.0959509173592503	0.798626361315891	-0.755723206389574	12.9248311188309	-4.54902796591665
	_g23290.t1	g23290.t1	0.0959774412040701	0.798626361315891	-0.761037197884933	12.8691548534476	-4.54903774187396
	_g12079.t1	g12079.t1	0.0960184197961753	0.798626361315891	-2.56150912475335	7.36152914569177	-4.5490528407104
	_g22594.t1	g22594.t1	0.0962526327136332	0.798626361315891	0.996959545750654	13.8447972479045	-4.54913902774541
	_g17721.t1	g17721.t1	0.0964369933812144	0.798626361315891	-1.29854097924457	12.7120699030039	-4.54920673819818
	_g28590.t1	g28590.t1	0.0969400165669074	0.798626361315891	-0.84088034332358	12.1893617592471	-4.54939089779828
	_g16787.t1	g16787.t1	0.0973019064801624	0.798626361315891	0.698774192852593	14.4247202661051	-4.54952286016493
	_g3959.t1	g3959.t1	0.0974885013965458	0.798626361315891	-0.710670495145729	12.432036186639	-4.54959073021132
	_g23300.t1	g23300.t1	0.0977425325655599	0.798626361315891	-1.51596916490859	11.3210652418591	-4.54968294228478
	_g26365.t1	g26365.t1	0.097835397683828	0.798626361315891	-1.86531107409238	9.6911440005988	-4.54971659836424
	_g20721.t2	g20721.t2	0.0981737825110426	0.798626361315891	-0.71467429273979	10.2264771298981	-4.54983899408317
	_g9793.t3	g9793.t3	0.0982222194571293	0.798626361315891	-0.935017983958913	11.752646718342	-4.54985648310388
	_g18322.t1	g18322.t1	0.0988488063468152	0.798626361315891	0.540409993368421	13.0258270158686	-4.5500820302193
	_g1192.t2	g1192.t2	0.0996461266426458	0.798626361315891	0.795118606989654	13.0239857901183	-4.55036719053291
	_g10701.t1	g10701.t1	0.0999983886468598	0.798626361315891	-2.21170945788359	7.34265798057566	-4.55049252565514
	_g3942.t1	g3942.t1	0.100125181412922	0.798626361315891	0.666757443790368	10.8238113569902	-4.55053754175715
	_g22601.t1	g22601.t1	0.100358143756994	0.798626361315891	0.61810976758396	12.4533739377736	-4.55062011887382
	_g5501.t1	g5501.t1	0.101920923420563	0.798626361315891	-0.48787899443562	13.0425110830113	-4.55116966419518
	_g25994.t1	g25994.t1	0.102097974806848	0.798626361315891	-2.34479242446384	7.20847658313204	-4.55123144558377
	_g18108.t1	g18108.t1	0.102619615977578	0.798626361315891	-1.16796366382566	9.5554999245934	-4.55141291210566
	_g26102.t1	g26102.t1	0.102699842572926	0.798626361315891	0.850999599084883	13.4042504186255	-4.55144074741838
